[0.00s -> 6.28s]  How do the Norwich players feel at this point, Jerry? Excited, nervous?
[1376.60s -> 1380.36s]  Buendia who brings it away and then can't quite release Pukin, in fact the ball is ricocheted
[1380.36s -> 1384.76s]  kindly here for David Silva in a good position, McLean worked so hard to get the ball off him though
[1384.76s -> 1389.96s]  and then launch it long, ah Puky can't quite latch onto it on halfway but for a moment there I think
[1389.96s -> 1394.20s]  Buendia's eyes lit up because from the initial clearance there was a chance to get Puky away and
[1394.20s -> 1400.04s]  he didn't quite take it, Manchester City come again, Tchenko on that left hand side,
[1401.00s -> 1407.24s]  infield to Jon Stokes, Stokes just 30 yards from goal, Aguero with an eke touch to David Silva on the edge of the penalty area
[1407.24s -> 1413.24s]  into the path of Raheem Sterling from the left, the block gets in and McLean has cleared it away with a little bit of help from Amadou
[1413.24s -> 1419.72s]  up towards the halfway line, Norwich are sitting deep, allowing the ball to be taken away,
[1419.72s -> 1424.36s]  allowing Manchester City to gather the ball again and mount another attack, Bernardo Silva right hand side,
[1424.36s -> 1431.48s]  Rodri behind it, Rodri gets the ball across it, it's in Tchenko, it's a good 35-40 yards from goal
[1431.48s -> 1439.72s]  onto David Silva who's come looking for it, here's Rodri under pressure from Teti but he's got the ball back towards the halfway line in Otamendi
[1439.72s -> 1445.08s]  now Jon Stokes, good ball into the path of Bernardo Silva on the right wing, comes skipping into the penalty area
[1445.32s -> 1451.64s]  Jamal Lewis goes to meet him, they've got the ball back here to Kyle Walker, Walker across to Tchenko who's 25 yards out
[1451.64s -> 1456.60s]  Sterling on the left corner of the penalty area, tackle by Byram again on Raheem Sterling and the ball runs away
[1457.32s -> 1462.52s]  would have run away from Manchester City throw in but Tchenko's decided to keep it in, here's Aguero who's dropped deep to get involved
[1462.52s -> 1469.00s]  and he finds David Silva on the edge of the area, out to the left it goes, opportunity for Sterling to swing the cross in and Tim Kool captures it
[1469.96s -> 1472.44s]  24 minutes gone, Norwich City 1-0 Manchester City
[1473.56s -> 1476.84s]  Norwich fans, you must have dreamed of this sort of situation Gossie
[1478.20s -> 1484.04s]  Even before the game started I was across on the riverside talking to the fans doing what we do in a pre-match build-up
[1484.04s -> 1489.32s]  and everyone's saying we're going to be lucky to keep them down to four or five or six, it was never going to be the case
[1489.32s -> 1494.04s]  Norwich are really doing their job well, every player is getting really close to the Man City team
[1494.12s -> 1499.48s]  and that is exactly how you stop good players from playing, you get close, touch tight, stop them playing
[1501.00s -> 1503.80s]  Ederson, the Manchester City goalkeeper, passes the ball out
[1504.36s -> 1508.84s]  I mean he's not made a save yet is he, Ederson he's just had to pick the ball out of the back of his neck from the head of Kenny McLean
[1509.24s -> 1513.48s]  Ederson's playing like a centre half, he must be about 30 yards outside his own box
[1513.48s -> 1518.36s]  Here comes Kyle Walker on the attack from Manchester City, taking on Jamal Lewis, getting the cross in and
[1519.00s -> 1524.44s]  it's cool he cuts it out at the near post, Aguero starting for the first time to look a little bit frustrated in that six yard box
[1524.92s -> 1526.60s]  but the ball's into him
[1526.60s -> 1532.44s]  but we've been not particularly accurate so far, Amadou and Godfrey have kept Aguero quiet so far
[1532.44s -> 1536.04s]  but I'll underline so far in red pen because we've only played 25 minutes and
[1537.16s -> 1541.24s]  oh that's water, back heel from Cantwell and he gets it back again from Stieperman
[1541.64s -> 1546.04s]  A showboating now Norwich City, Cantwell brings it forward on the left-hand side, it was a wonderful bit of play
[1546.44s -> 1551.24s]  from the new England under 21 international, Stieperman's being closed down, man on yells the Carrero crowd
[1551.24s -> 1557.24s]  he finds Cantwell, Cantwell goes down, no foul says the referee and Manchester City are allowed to break forward because of that with
[1557.24s -> 1561.56s]  Stoes who then is fouled by Eme Grandilla according to referee Kevin Friend
[1562.36s -> 1567.80s]  now from here and I promise this isn't Norwich bias but from here those two challenges looked pretty similar to me
[1567.80s -> 1571.00s]  Yeah they were the same challenges so if one was a foul the other one was
[1571.00s -> 1574.84s]  it ended up Man City's way but well done to Cantwell, he showed his skill there didn't he
[1574.84s -> 1580.20s]  really clever turn coming forward he certainly did, here's David Silva 25 yards out to Stirling on the left-hand side
[1580.20s -> 1583.96s]  Manchester City searching for a Carreroad equaliser, Zinchenko puts the ball into the
[1583.96s -> 1588.28s]  penalty area, two Norwich players go for it and they do enough and Teti completes the clearance
[1588.28s -> 1593.64s]  back it will come though with walk-up, it's Lewis and Cantwell both get there and then Godfrey goes
[1593.64s -> 1598.92s]  back to goalkeeper Crawl who launches the ball upfield, no chances taken there
[1598.92s -> 1604.20s]  Yeah they're growing in confidence in the Norwich side even Crawl's getting involved in it
[1604.20s -> 1610.04s]  the crowd are loving it at the moment, Man City so no problems to us, everything is going wide
[1610.04s -> 1612.68s]  we seem capable of defending their best attacks
[1614.68s -> 1620.60s]  Comes to the right wing here and Bernardo Silva on it goes to Gundogan, Gundogan's able to hold off Kenny
[1620.60s -> 1626.44s]  McLean, back it comes to Kyle Walker, Walker will give the ball to Otamendi who scored against
[1626.44s -> 1632.84s]  Norwich City in their last Premier League incarnation and here's Zinchenko on the left-hand
[1632.84s -> 1637.08s]  side, on it goes to Stirling, level with the Norwich penalty, cutting in from that left-hand side
[1637.08s -> 1642.12s]  dangerously, they're living across towards Aguero who's headed it over the bar, Manchester City
[1642.12s -> 1647.00s]  bursting to life there, brilliant from Stirling whipping that ball in onto the forehead of Aguero
[1647.00s -> 1651.24s]  and I think it almost happened in slow motion if you're a Norwich fan and you see Aguero arriving
[1651.24s -> 1656.04s]  in the six-yard box and the ball destined for his forehead and it disappeared over the bar
[1656.12s -> 1660.12s]  terrific ball in the box, not a lot Norwich could have done about that, Aguero made a brilliant run
[1660.12s -> 1665.32s]  far post, if he was a couple of inches bigger he may have got ahead on it and made it goalbound
[1665.32s -> 1670.20s]  but it didn't, it went over the bar and Norwich survived, he's scored 30 or more goals in four of the
[1670.20s -> 1675.56s]  last five seasons as Aguero so Norwich won't want to give him too many more sights like that one
[1675.56s -> 1679.24s]  but that's brilliant from Buenvilla to Stieperman and now Stieperman has released Pukki here
[1679.32s -> 1683.00s]  Norwich have got two against one, Pukki into the penalty area, it's going in for Cavlough!
[1683.00s -> 1691.56s]  It's 2-0! Norwich City have had two chances in the opening 28 minutes of this game and they've taken them both
[1692.52s -> 1699.00s]  incredible scenes here now as Cavlough punches the corner flag in celebration, what a Premier League
[1699.00s -> 1704.04s]  baptism he's having, he's scored against Chelsea, I know he's tapped in against Manchester City
[1704.04s -> 1711.00s]  after unselfish play from Timo Pukki and nobody saw this coming, Norwich City 2, Manchester City 0
[1711.80s -> 1717.00s]  that's brilliant from Norwich City, what a great counter attack and play, got a few plays involved in it
[1717.00s -> 1721.08s]  but when it did come away to Pukki I thought he was going to take it into the box and shoot
[1721.08s -> 1726.04s]  which what he would normally have done however he saw Catfell on the left hand side of it but the
[1726.04s -> 1731.96s]  simplest of tasks to pass the ball in the back of the net, this is unbelievable stuff from Norwich, unbelievable
[1733.88s -> 1737.96s]  Well they always say when you're playing against big teams when you're the underdogs you have to
[1737.96s -> 1742.20s]  take your chances and Norwich have done just that and that really opened up nicely some good
[1742.20s -> 1746.44s]  midfield play from Buenvilla and Stieperman involved and when Pukki was sent away it was
[1746.44s -> 1751.40s]  two against one, he had Catwell outside him and you were just wondering would Pukki go for goal
[1751.40s -> 1757.00s]  himself or would he square it, he made the right decision and Catwell got there and couldn't miss
[1757.00s -> 1763.32s]  really but what a couple of minutes we've had there, Aguero heading over the bar from close range and
[1763.32s -> 1769.80s]  now Todd Catwell tapping in and Norwich City lead Manchester City by two goals to nil on BBC Radio
[1769.80s -> 1776.04s]  Norfolk, we're inside the first half an hour still. Look on that attack Chris Carwalk, Otamendi,
[1776.04s -> 1780.92s]  Jones were all sucked into the centre of the goal giving Todd Catwell so much space on the
[1780.92s -> 1786.92s]  left-hand side and Pukki easy pass, I mean this is incredible from Norwich but only deserved because
[1786.92s -> 1790.28s]  Manchester City look like they're still on the team coach to be honest but that's you know that's
[1790.28s -> 1794.52s]  doing them a big group big favour at the moment the way they are playing, the pace is so slow,
[1794.52s -> 1798.92s]  it's so easy for Norwich to defend, they're pushing everything wide and when it goes wide the
[1798.92s -> 1803.96s]  defenders and full backs are stopping crosses coming in. Here's David Silva puts the ball into
[1803.96s -> 1808.04s]  the Norwich penalty area via a deflection, Amadou gets a foot on it, Byron clears the ball away
[1808.04s -> 1815.48s]  there, half an hour gone, Norwich 2 Manchester City nil at Carrow Road, here comes Bernardo
[1815.48s -> 1818.92s]  Silva though looking for something about that, McLean made a block and was taken out by his own
[1818.92s -> 1824.52s]  teammate and the ball has now fallen for Rodri 25 yards out, onto David Silva, here's Sterling
[1824.52s -> 1828.04s]  from the left edge of the box, back it goes to David Silva, high ball into the penalty area
[1828.04s -> 1831.00s]  looking for Bernardo Silva, it's headed across goal, Sterling's head is going to post!
[1833.24s -> 1837.08s]  That was an incredible bit of football there, Manchester City never really looked fully in
[1837.08s -> 1841.00s]  control of that but the ball came across, Sterling got his head to it, Krull didn't even dive, he was
[1841.00s -> 1846.76s]  beaten and the ball stumped the upright. The very first time that Byron's been caught, ball watching,
[1846.76s -> 1851.48s]  Sterling got behind him, had a free header, should have scored, hit the post. This is some game,
[1851.48s -> 1855.32s]  here's Bernardo Silva into the penalty area, he goes, gets it across, comes off the Norwich
[1855.32s -> 1860.84s]  head post but David Silva on the volley and he's scuffed it wide! Dare I say he's no Jeremy Goss
[1861.08s -> 1863.88s]  too easy with you next to me Gossie, sorry!
[1863.88s -> 1865.88s]  When it comes to volleying, Prukey's the man!
[1865.88s -> 1869.88s]  It was exactly that sort of position Gossie.
[1869.88s -> 1874.52s]  That shape reminded me of Robert Rosario so many years ago, a dip in volley on the edge of the box.
[1874.52s -> 1880.04s]  Well this is, people talk about fine margins don't they and I'm not going to say luck but you look at
[1880.04s -> 1884.68s]  the last five minutes Manchester City have gone close through Aguero, then Norwich have scored and
[1884.68s -> 1889.72s]  Sterling's hit the post but this game could quite easily be 2-1 to Man City or 2-2 couldn't it but
[1889.72s -> 1891.00s]  Norwich have got the 2-0 lead.
[1891.96s -> 1895.40s]  And I honestly think they deserve the lead because they've been really really patient
[1895.96s -> 1899.40s]  and the tactics so far have worked so very very well.
[1900.36s -> 1903.56s]  Byron playing the ball forward, it's got a deflection, he's gone out of play.
[1905.08s -> 1911.16s]  Pep's on the sidelines going a bit crazy now, Gina's team up but I can't see where they're
[1911.16s -> 1913.88s]  going to get involved or where they're going to get back, Norwich are so secure.
[1914.76s -> 1916.28s]  Is there a long way left in this game?
[1916.28s -> 1921.88s]  Well yeah, no one's getting carried away but this is quite some position, we've got to enjoy
[1921.88s -> 1925.72s]  moments like this as McLean is fouled and it's a free kick to Norwich on that right-hand side.
[1925.72s -> 1929.72s]  That's the one thing, you know that Norwich have got to keep this up for a long time because
[1929.72s -> 1935.24s]  the goals that Man City get, they've scored five or more in a game 11 times in the last year so
[1935.24s -> 1939.24s]  they are going to be a threat all afternoon but the fact that Norwich have got this two-goal buffer,
[1939.24s -> 1942.20s]  I don't imagine anybody would dare to have predicted this at this point.
[1942.20s -> 1946.36s]  No one predicted it on the on the riverside with me before the game, that's for sure they didn't.
[1946.36s -> 1950.28s]  But you've got to have faith in your team and they've done incredibly well, yes they have got
[1950.28s -> 1954.28s]  a hold out for 90 minutes but what I'm trying to say is that Man City look luck-lasting,
[1954.28s -> 1956.12s]  they don't look as though they're at it.
[1957.16s -> 1960.36s]  Free kick, Blundee swings it into the penalty area headed away by Zinchenko,
[1961.08s -> 1965.64s]  Byron's nodded it forward into space on the right wing, Puky catches up with it,
[1965.72s -> 1969.72s]  tries to step over, gets past Zinchenko and wins a corner and Norwich will fancy this,
[1969.72s -> 1973.80s]  they've already scored one goal from a corner, this is their second corner of the game.
[1974.76s -> 1978.52s]  Kenny McLean's already dumped header into the net, it's interesting to see that Amadou
[1978.52s -> 1982.44s]  despite being one of the tallest men in the Norwich team is not going forward for this.
[1983.16s -> 1986.60s]  And also interesting to see the 11 Man City players defending.
[1986.60s -> 1990.12s]  Corner from Blundee played in and Byron was nearly there, it might fall for Tetti,
[1990.12s -> 1992.76s]  appeals for handball in the penalty area as Man City scrambled it away.
[1992.84s -> 1995.72s]  Tetti appeals for handball in the penalty area as Man City scrambled it away,
[1995.72s -> 1999.72s]  Puky's shot blocked by Ultimendi and behind it goes for another corner.
[2001.08s -> 2007.00s]  Now there were real appeals from certainly the crowd and from some of the players as well
[2007.00s -> 2010.36s]  that that ball might have hit a hand and certainly I think it's Rottery as he jumps,
[2010.36s -> 2014.84s]  the ball hits him almost on the crook of the arm as he bends his arm.
[2014.84s -> 2020.44s]  I think VAR may have a look at this, it's Stones actually, it's Stones, John Stones.
[2020.60s -> 2024.20s]  It just literally rolled down his arm and that was clear and that was obvious.
[2024.20s -> 2027.80s]  Now I think we might be getting a VAR check on this, John Stones, the ball
[2029.00s -> 2033.96s]  certainly made contact with his arm, we haven't been given any messages, it looks like it's play on.
[2033.96s -> 2039.56s]  Corner, Blundee swings it into the penalty area, headed away by Manchester City, talking point there,
[2039.56s -> 2045.00s]  Amadou lifts the ball high, too high I think, no, Blundee has kept it in on the left-hand side but
[2045.00s -> 2049.72s]  was offside and the flag goes up. Well it was Stones who jumped and the ball seemed to roll down
[2049.72s -> 2053.88s]  his shoulder and the bit where you bend your arm, the inside, whatever that bit of your arm is called,
[2054.68s -> 2057.72s]  that bit of your arm that doesn't really have a name, that's where the ball seemed to land.
[2058.76s -> 2063.16s]  For me on the replay that did roll down his arm and if there was someone sat
[2063.16s -> 2068.68s]  200 miles away watching this game operating VAR then that little indication to the referee
[2068.68s -> 2072.92s]  should have been made to say have a look at this incident. Anthony Taylor is the
[2073.56s -> 2077.80s]  VAR referee, Kevin Friend is the man on the field and was clearly told that they were happy with it,
[2077.80s -> 2084.04s]  big call, great tackle from Byron on Raheem Sterling, really good opening to this game is Sam Byron
[2084.04s -> 2090.44s]  and now McLean goes forward, gets tackled, no foul given as he goes down, Orta gets the ball back to
[2090.44s -> 2095.64s]  Ederson, have Norwich been denied a penalty, Pukki was putting the penalties away in the international break
[2097.56s -> 2101.56s]  but doesn't get a chance to take one today as Aguero links up well with David Silva, the balls
[2101.56s -> 2105.96s]  on the left-hand side for Manchester City, hits Sterling in the penalty area, hits cross, cut out by Tim
[2105.96s -> 2110.52s]  Krall, 2-0 to Norwich City, 10 minutes to get a half time and with that penalty had been given
[2111.08s -> 2116.68s]  and then Pukki had scored it imagine 3-0 to Norwich. Well I'm imagining 2-0 I'm quite happy with that
[2116.68s -> 2121.40s]  one I'm not not too surprised that we're doing so well but I am surprised that Manchester City
[2121.40s -> 2125.96s]  have conceded on a set piece like they did and conceded on a counter attack and play like they
[2125.96s -> 2129.48s]  did. Well certainly in some of the tournaments in which we've seen VAR and thinking about the
[2129.48s -> 2133.88s]  World Cup last year that would have been a penalty but the Premier League have come up with this
[2133.88s -> 2137.48s]  policy that it really has to be a high bar it has to be very very obvious before they
[2138.20s -> 2142.12s]  they will change something by VAR and Norwich got away with that in the last game when Tom Tribal
[2142.12s -> 2147.88s]  and it's been admitted this week by Mike Riley the referee's chief but actually West Ham should
[2147.88s -> 2151.72s]  have had a penalty against Norwich and VAR didn't give it I wonder what he'll think about that one
[2151.72s -> 2155.56s]  anyway we can talk about that later because here come Manchester City with Roderick in the
[2155.56s -> 2161.24s]  midfield, striding forward in the carrow road sunshine shadows lengthening here's Bernardo
[2161.32s -> 2165.48s]  Silver on the right hand side Walker outside him Kyle Walker will deliver into the penalty area
[2165.48s -> 2170.04s]  beyond the penalty area oh Buendia doesn't really know what to do with it here eventually I think
[2170.04s -> 2173.80s]  he tried to head the ball out for a corner it hit him on the top of the head bounced up and Tim
[2173.80s -> 2177.32s]  Crook caught my goodness I'm gonna have to take control of this and came running out and caught
[2177.32s -> 2182.28s]  the ball. Well done again Buendia he's covering his full back really well he's not used to doing
[2182.28s -> 2186.84s]  this all this game in terms of defending defending all the time he wants to get forward he wants to
[2186.84s -> 2191.40s]  drive he wants to be an attacking player but today he's doing defensive duties very well.
[2192.04s -> 2194.76s]  Stones finds Bernardo Silver on the right hand side
[2196.68s -> 2202.20s]  Bernardo Silver will skip into the triangle of pips that is still in sunshine towards that
[2202.20s -> 2209.24s]  right hand corner flag as Man City attack and here is Gundogan once more back to John Stones
[2210.36s -> 2215.88s]  and now Zinchenko the away mid to Sterling along the ground on the left hand side Sterling
[2215.88s -> 2220.12s]  accelerates Byron does well to stay with him and eventually plays the ball off Sterling and
[2220.12s -> 2225.08s]  behind for a goal kick I've got to say Sam Byron who's had to bide his time here to make a Premier
[2225.08s -> 2228.92s]  League start for Norwich City got his chance because of the Max Ahrens injury in his first
[2228.92s -> 2233.56s]  37 minutes against Raheem Sterling he's done so well. He's having an outstanding game and I think
[2233.56s -> 2236.76s]  he's had enough of Byron because Sterling's come over to the right hand side Chris and they're
[2236.76s -> 2241.24s]  swapping flanks I thought they'd have done it a little bit earlier but he's getting no change
[2241.24s -> 2245.08s]  off of Byron he's having an excellent game he's put Sterling over to the right now.
[2245.64s -> 2251.16s]  Shajamal Lewis is delighted about that Raheem Sterling remember hit the post today eight goals
[2251.16s -> 2256.92s]  in his last seven matches for club and country but he hasn't scored this evening nobody has for
[2256.92s -> 2264.76s]  Manchester City Norwich lead this game 2-0 Kenny McLean and Todd Campwell the goal scoring heroes
[2264.76s -> 2269.96s]  for Norwich City so far still such a long way to go in the game but just to be in this position you
[2269.96s -> 2274.52s]  can only admire Norwich City and he preys on them for what they've done to get themselves to this
[2274.52s -> 2280.68s]  point here's Sinchenko on the left hand side plays the ball towards the halfway line and
[2282.20s -> 2287.88s]  Stones, Stones return to the Man City defence not going to plan at the moment but that's a good ball
[2287.88s -> 2291.88s]  for him towards Sterling who is now on the right hand side and will try across that's hit Shajamal
[2291.88s -> 2296.20s]  Lewis and gone behind and it will be a Manchester City corner and again it's all about concentration
[2297.08s -> 2302.36s]  in the words of Teddy and Krul and players like that at times like this the leaders out there
[2303.00s -> 2307.72s]  absolutely vital. Krul's got to take control again corner against Gundogan to take
[2308.68s -> 2314.12s]  they've got De Bruyne on the bench if they need it. Gundogan with the corner from the right for
[2314.12s -> 2318.36s]  Manchester City heading towards the near post David Silva got there and the ball's gone behind
[2318.36s -> 2322.28s]  for a goal kick it's quite often when you see a ball go on the ground sort of shin high towards
[2322.28s -> 2327.48s]  the near post you think well that's a poor corner but the way David Silva got there for Manchester
[2327.48s -> 2332.28s]  City I wonder whether that was planned Pep Guardiola strokes his chin. No we drilled it in near
[2332.28s -> 2338.52s]  post quite unfortunate for the Man City player they take a ricochet and go out for a goal kick
[2339.24s -> 2343.48s]  Norwich have got the confidence to take that goal kick short and Ben Godfrey will fire it
[2343.48s -> 2348.52s]  up towards the halfway line but Man City steal it and here's Kyle Walker shaving headed these days
[2348.52s -> 2354.76s]  from Spurs right back finds Ottomendi in the centre circle on again to Kyle Walker
[2354.76s -> 2358.76s]  Sterling shielding his eyes from the sun on this right hand side so Walker
[2358.76s -> 2364.12s]  opts not to give him the ball and finds Rodri in that midfield instead Rodri out to the left wing
[2365.24s -> 2369.48s]  gathered now by Bernardo Silva who's swapped sides of the pitch with Sterling
[2369.48s -> 2374.84s]  his first chance to have a go here at Buendia the back heel there allows Zinchenko to take over
[2374.84s -> 2380.04s]  and made off to Bernardo Silva and now it comes to David Silva on the corner of the
[2380.04s -> 2385.16s]  Norwich penalty area Norwich lead 2-0 under a bit of pressure here Manchester City one in black
[2385.16s -> 2389.24s]  today coming forward Buendia's working hard today and he's cut that ball out and now Tetti with
[2389.24s -> 2393.64s]  some good skill on the edge of his own box to find Steferman on the right wing Steferman tries to get
[2393.64s -> 2398.52s]  a throw in there off Zinchenko the linesman though has given that Manchester City's way and then
[2398.52s -> 2403.32s]  there's a bit of nonsense there off the ball as Zinchenko goes to pick the ball up he's gone down
[2403.40s -> 2407.48s]  as if he's been absolutely polaxed by Marco Steferman there didn't look to be a lot in that
[2407.48s -> 2412.60s]  at first glance I'm sure the VAR officials will have another look at it and decide whether
[2413.64s -> 2420.04s]  Steferman did anything naughty there but it just looked like it was a player putting his body in
[2420.04s -> 2424.20s]  the way to prevent Zinchenko from getting the ball in Zinchenko at first glance Zinchenko made
[2424.20s -> 2428.84s]  a real meal of that he did yeah he did and the embarrassing thing for him it was right in front
[2428.84s -> 2433.64s]  of his manager and Pep Guardiola he didn't even do it didn't do nothing he didn't even look at him
[2433.64s -> 2437.00s]  he just walked up and down pensively like he's doing now with his hands in his pockets
[2439.32s -> 2443.56s]  so we're seeing it again here certainly I can see why the throw in went Manchester City's way
[2443.56s -> 2447.56s]  because it hit Steferman and then oh Steferman does nothing there does he and I'll be honest
[2448.44s -> 2454.52s]  for me that type of incident is a yellow card because oh look at this Zinchenko's rattled he
[2454.52s -> 2458.60s]  nearly gave the ball away to Steferman there but Steferman with his studs couldn't quite control go
[2458.92s -> 2462.36s]  on it's the most frustrating thing in the game isn't it when a player rolls over like he's been
[2462.36s -> 2467.88s]  shot he did exactly that when there was no contact whatsoever trying to get the opposition booked
[2468.44s -> 2472.12s]  it's a disgrace and the thing is we've got VAR now so players that how they think they're going to
[2472.12s -> 2476.68s]  get away with it anyway before it goes locked from Man City Lewis cuts it out and it's gone behind
[2477.32s -> 2480.76s]  oh sorry not behind it's going to have to throw it to Man City level with the Norwich penalty
[2481.88s -> 2486.28s]  four minutes to go to half time can the Canaries hold out until half time if they can go in 2-0 up
[2486.84s -> 2490.52s]  well you really well hear the applause all around Norfolk I think from this ground at
[2490.52s -> 2495.24s]  Cairo Road in Norwich Zinchenko getting it for being booed now by the Norwich fans who
[2495.24s -> 2499.88s]  know exactly what went on there here's John Stones 25 yards out from Manchester City
[2500.68s -> 2504.44s]  just shifts it to the right and sterling important touch from Campwell the ball that has run into the
[2504.44s -> 2509.08s]  Norwich penalty area Lewis retrieves it and finds Todd Campwell who will well I said clear what he's
[2509.08s -> 2512.84s]  done is he's just shacked it into the stands but actually that'll do at this point for Norwich City
[2512.84s -> 2517.72s]  who are 2-0 up against these champions Lewis did really well there because a lot of players
[2517.72s -> 2521.56s]  with a ball watched and let sterling run behind him he didn't he didn't even look at the ball he
[2521.56s -> 2526.76s]  ran with with sterling got his body in won the ball and came out Zinchenko's got the ball you'll
[2526.76s -> 2533.08s]  know that from the reaction of the Norwich crowd after he was desperate play acting there when
[2533.08s -> 2537.32s]  Steven didn't really go anywhere near him and he threw himself to the ground what he thought he
[2537.32s -> 2541.80s]  was doing I don't know he's very fortunate not to have been booked here's Walker on the right hand
[2541.88s -> 2546.92s]  side forward from Manchester City they go back to the halfway line and stones stones will feed
[2546.92s -> 2551.80s]  Ottomendi in the centre circle Ottomendi will aim the ball out to the left and Bernardo Silva
[2552.44s -> 2559.48s]  Gundogan now has it going to want to Roderick Norwich dropping off once again as it happened
[2559.48s -> 2563.32s]  since it was nil nil but they've never had a two-goal lead to protect his John Stones long long
[2563.32s -> 2567.56s]  way out here the England defender lays the ball off here to Roderick who will play the ball out
[2567.56s -> 2571.48s]  towards the left hand side crossing opportunity for Bernardo Silva headed away by Sam Byron
[2571.48s -> 2574.92s]  drops on the edge of the penalty area though finally for Roderick perhaps the left it will
[2574.92s -> 2580.36s]  go and Bernardo Silva here is Zinchenko you'll know that for the booze and uh Steven's got the
[2580.36s -> 2585.16s]  better of him again flicking the ball up and clearing it away two minutes to halftime they're
[2585.16s -> 2591.00s]  getting no change no change at all from the Norwich back four or back seven everything is going wide
[2591.00s -> 2595.32s]  he's being stopped Byron's having an outstanding game he's already got rid of um Sterling and
[2595.32s -> 2598.92s]  sent him across the other side of the wing and it looks like he's going to be doing the same with
[2598.92s -> 2602.68s]  Silver at the moment he's having a really really good game Man City are so well drilled though
[2602.68s -> 2607.56s]  some teams at two nil down they panic don't they and the game changes but they're so well drilled
[2607.56s -> 2611.32s]  they know what they're doing it's so successful yes they've swapped the two wingers around the
[2611.32s -> 2615.24s]  style hasn't changed has it and Zinchenko's seeing plenty of the ball at the moment as I'm sure you
[2615.24s -> 2622.60s]  can tell 90 seconds to go to halftime Norwich City two nil off against Manchester City it's
[2622.60s -> 2626.20s]  extraordinary here comes Raheem Sterling on the right wing crossing low into the penalty area
[2626.20s -> 2631.00s]  McClain gets a foot to it Janal Lewis prevents the corner and puts it out of play for throwing
[2631.00s -> 2635.16s]  instead just a moment of hesitation inside the Norwich penalty area there but they weren't made
[2635.16s -> 2639.16s]  to pay Walker with the throw in from Man City would love to get one back here before halftime
[2640.28s -> 2647.00s]  here's John Stokes looking for Gundogan now Roderick in the midfield but Aguero who's
[2647.00s -> 2652.28s]  Aguero's touched the ball and Madhu for company yeah he's had one good chance he hasn't touched
[2652.36s -> 2656.36s]  the ball or game he may have had one good chance but he's dropping off 30 yards to try and pick
[2656.36s -> 2660.76s]  it up and doing something with it such as his frustration. Kyle Walker gets the ball back to
[2660.76s -> 2666.36s]  John Stokes on half way. Yellows yellows the Norwich crowd but realise I think how important it is that
[2666.36s -> 2672.52s]  they get in at halftime with that clean sheet intact Roderick turns the ball has fallen now for
[2672.52s -> 2677.56s]  Gundogan in a central position he goes past Tetti gives it to David Silva 25 yards out Zinchenko is
[2677.56s -> 2682.04s]  arriving on the corner of the area he has Bernardo Silva to take over curling across Aguero's header
[2682.04s -> 2687.56s]  and they have got one back Manchester City 30 seconds to go before halftime Aguero's had a
[2687.56s -> 2692.04s]  really really quiet game but he came to life there into the six yard box and not about falling to
[2692.04s -> 2696.60s]  the net Man City are back in it and Norwich City still have the lead Norwich 2 Manchester City 1
[2697.32s -> 2701.48s]  and he was the one for me who's got his team going again he had to drop 30 yards to get a touch and
[2701.48s -> 2707.00s]  he's shouting at his teammates and banging his hips terrific ball in got between all defenders
[2707.16s -> 2713.24s]  Norwich City is the smallest man on the pitch Aguero on the six yard line nodded in past Krull
[2715.00s -> 2719.32s]  it's a shame because Norwich really deserved to go in at 2-0 but they've snaked one back
[2719.96s -> 2723.64s]  unless hope they can just learn their lesson from that particular one it's the first time
[2723.64s -> 2729.48s]  Chris on the left hand side they've allowed across the coming of that quality goal number 238
[2730.44s -> 2735.96s]  for Sergio Aguero in a Manchester City shirt and he took it really well just to nod the ball beyond
[2736.76s -> 2741.16s]  Tim Krull and into the net and that will be frustrating for Daniel Farker and for Norwich
[2741.16s -> 2745.48s]  City but it will concentrate the minds heading up towards halftime I know what I say about 2-0
[2745.48s -> 2750.28s]  being a dangerous lead but you know 2-0 at any time against Manchester City is a fantastic position
[2750.28s -> 2756.92s]  to be in it's now 2-1 and the game's back in the balance but it just goes to show doesn't it yeah
[2756.92s -> 2761.08s]  it's opposition of this quality you can play really really well for 45 minutes
[2761.64s -> 2770.44s]  and now Byron making the challenge and dragging down that Manchester City player Bernardo Silva
[2770.44s -> 2774.04s]  who's beginning to race away from in there and we could get the game's first yellow card here
[2774.04s -> 2779.96s]  and Byron who we've been praising who's played so well is showing a yellow card there for dragging
[2779.96s -> 2784.76s]  back Bernardo Silva and Norwich have just now got to keep their heads 2-1 they lead
[2785.40s -> 2790.92s]  there's not many people that got away from Byron this half but that time he did and he kind of made
[2790.92s -> 2793.80s]  that little professional tackle knowing that he was going to make a foul
[2793.80s -> 2797.56s]  Bernardo Silva going over to the left it's worked isn't it his cross I think it was wasn't it
[2797.56s -> 2803.08s]  with Aguero headed in so 2-1 Norwich lead one minute of first half stoppage time was signalled
[2803.08s -> 2808.68s]  and we must have just about had that already as we get ready to watch Gundogan swing a free kick
[2808.68s -> 2813.40s]  towards that Norwich penalty area with the right foot from wide left it's high in the penalty area
[2813.72s -> 2818.60s]  it's headed down should be away by Pukki and that will bring to an end quite a first half at
[2818.60s -> 2823.00s]  Carrow Road the champions of the championship are leading the champions of the Premier League by
